"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
20500.0,,13.4,,
,,19.6,,
,-8.87,,,
,,19.6,,
,-10.8,,,
39200.0,,13.8,,
20300.0,,13.3,,
,,19.6,,
,-7.96,,,
,,19.6,,
,-9.99,,,
20300.0,,13.2,,
,,19.6,,
,-12.7,,,
,,19.6,,
,-12.2,,,
39300.0,,13.1,,
20300.0,,13.1,,
,,19.6,,
,-13.1,,,
,,19.6,,
,-14.7,,,
20300.0,,13.1,,
,,19.6,,
,-17.6,,,
,,19.6,,
,-19.9,,,
39400.0,,13.3,,
20300.0,,13.1,,
,,19.6,,
,-21.5,,,
,,19.6,,
,-23.9,,,
20400.0,,13.1,,
,,19.6,,
,-19.1,,,
,,19.6,,
,-22.1,,,
39600.0,,13.5,,
20600.0,,13.1,,
,,19.6,,
,-23.0,,,
,,19.6,,
,-21.0,,,
20700.0,,13.1,,
,,19.6,,
,-18.9,,,
,,19.6,,
,-18.9,,,
39400.0,,13.5,,
20800.0,,12.7,,
,,19.6,,
,-16.1,,,
,,19.6,,
,-8.82,,,
20700.0,,12.9,,
,,19.6,,
,-8.82,,,
,,19.6,,
,-8.09,,,
39700.0,,13.5,,
21000.0,,13.0,,
,,19.6,,
,2.1,,,
,,19.6,,
,-0.08,,,
21500.0,,13.1,,
,,19.6,,
,13.6,,,
,,19.6,,
,22.6,,,
40000.0,,13.5,,
21600.0,,13.0,,
,,19.6,,
,26.9,,,
,,19.6,,
,26.4,,,
21800.0,,13.0,,
,,19.6,,
,21.9,,,
,,19.6,,
,22.7,,,
39800.0,,13.4,,
21800.0,,12.9,,
,,19.6,,
,17.9,,,
,,19.6,,
,17.6,,,
21800.0,,12.9,,
,,19.6,,
,15.9,,,
,,19.6,,
,13.2,,,
40100.0,,13.0,,
21900.0,,12.6,,
,,19.6,,
,12.3,,,
,,19.6,,
,12.0,,,
22000.0,,12.6,,
,,19.6,,
,10.7,,,
,,19.6,,
,10.4,,,
39300.0,,12.8,,
21900.0,,12.7,,
,,19.6,,
,8.04,,,
,,19.6,,
,8.42,,,
22200.0,,12.7,,
,,19.6,,
,8.22,,,
,,19.6,,
,6.54,,,
39600.0,,12.6,,
22300.0,,12.6,,
,,19.6,,
,5.92,,,
,,19.6,,
,6.78,,,
22400.0,,12.6,,
,,19.6,,
,6.17,,,
,,19.6,,
,5.57,,,
39600.0,,12.4,,
22400.0,,12.6,,
,,19.6,,
,5.49,,,
,,19.6,,
,5.37,,,
22500.0,,12.3,,
,,19.6,,
,4.38,,,
,,19.6,,
,3.85,,,
39900.0,,12.4,,
22400.0,,12.2,,
,,19.6,,
,4.62,,,
,,19.6,,
,4.52,,,
22300.0,,12.2,,
,,19.6,,
,4.04,,,
,,19.6,,
,3.17,,,
39900.0,,12.3,,
22200.0,,12.2,,
,,19.6,,
,3.1,,,
,,19.6,,
,3.43,,,
22200.0,,12.3,,
,,19.6,,
,2.63,,,
,,19.6,,
,2.58,,,
39800.0,,12.5,,
22400.0,,12.4,,
,,19.6,,
,3.64,,,
,,19.6,,
,2.14,,,
22500.0,,12.6,,
,,19.6,,
,1.03,,,
,,19.6,,
,2.07,,,
39900.0,,12.8,,
22600.0,,12.8,,
,,19.6,,
,2.04,,,
,,19.6,,
,1.33,,,
22500.0,,12.9,,
,,19.6,,
,0.64,,,
,,19.6,,
,4.0,,,
39300.0,,13.1,,
22200.0,,13.2,,
,,19.6,,
,0.97,,,
,,19.6,,
,-0.03,,,
22200.0,,13.6,,
,,19.6,,
,0.96,,,
,,19.6,,
,-0.03,,,
39700.0,,13.6,,
22200.0,,13.8,,
,,19.6,,
,-1.04,,,
,,19.6,,
,1.31,,,
22100.0,,14.2,,
,,19.6,,
,0.3,,,
,,19.6,,
,-1.4,,,
39300.0,,14.1,,
22000.0,,14.3,,
,,19.6,,
,-0.04,,,
,,19.6,,
,-3.21,,,
21900.0,,14.6,,
,,19.6,,
,-1.5,,,
,,19.6,,
,-4.16,,,
39500.0,,14.4,,
21700.0,,14.8,,
,,19.6,,
,-2.38,,,
,,19.6,,
,-4.07,,,
21700.0,,14.7,,
,,19.6,,
,-2.12,,,
,,19.6,,
,-4.28,,,
39500.0,,14.6,,
21600.0,,15.1,,
,,19.6,,
,-3.08,,,
,,19.6,,
,-2.26,,,
21900.0,,15.3,,
,,19.6,,
,-4.56,,,
,,19.6,,
,-4.64,,,
39600.0,,14.6,,
21900.0,,15.3,,
,,19.6,,
,-4.71,,,
,,19.6,,
,-2.9,,,
21900.0,,15.2,,
,,19.6,,
,-4.93,,,
,,19.6,,
,-5.53,,,
39900.0,,14.6,,
21800.0,,14.6,,
,,19.6,,
,-5.13,,,
,,19.6,,
,-5.25,,,
20700.0,,14.0,,
,,19.6,,
,-6.44,,,
,,19.6,,
,-7.68,,,
39200.0,,14.7,,
20400.0,,13.9,,
,,19.6,,
,-6.71,,,
,,19.6,,
,-8.0,,,
19800.0,,13.8,,
,,19.6,,
,-7.6,,,
,,19.6,,
,-7.76,,,
38800.0,,14.3,,
19300.0,,13.5,,
,,19.6,,
,-9.74,,,
,,19.6,,
,-8.68,,,
19000.0,,13.5,,
,,19.6,,
,-12.0,,,
,,19.6,,
,-13.6,,,
38700.0,,13.6,,
19800.0,,13.7,,
,,19.6,,
,-13.2,,,
,,19.6,,
,-18.1,,,
20300.0,,13.6,,
,,19.6,,
,-19.8,,,
,,19.6,,
,-22.1,,,
39100.0,,13.3,,
20400.0,,13.6,,
,,19.6,,
,-24.6,,,
,,19.6,,
,-29.1,,,
20500.0,,13.5,,
,,19.6,,
,-30.9,,,
,,19.6,,
,-34.2,,,
39600.0,,13.4,,
20900.0,,13.7,,
,,19.6,,
,-34.6,,,
,,19.6,,
,-35.7,,,
20500.0,,13.2,,
,,19.6,,
,-36.7,,,
,,19.6,,
,-37.7,,,
39100.0,,13.5,,
20800.0,,13.5,,
,,19.6,,
,-37.9,,,
,,19.6,,
,-39.7,,,
21300.0,,13.5,,
,,19.6,,
,-39.2,,,
,,19.6,,
,-34.8,,,
39400.0,,13.5,,
21400.0,,13.4,,
,,19.6,,
,-35.0,,,
,,19.6,,
,-29.7,,,
21500.0,,13.2,,
,,19.6,,
,-23.4,,,
,,19.6,,
,-20.4,,,
39200.0,,13.6,,
21600.0,,13.3,,
,,19.6,,
,-16.5,,,
,,19.6,,
,-11.8,,,
21700.0,,13.3,,
,,19.6,,
,-4.77,,,
,,19.6,,
,20.9,,,
40000.0,,13.6,,
21700.0,,13.3,,
,,19.6,,
,29.9,,,
,,19.6,,
,39.3,,,
21800.0,,13.2,,
,,19.6,,
,44.6,,,
,,19.6,,
,46.7,,,
39300.0,,13.5,,
21900.0,,13.2,,
,,19.6,,
,48.0,,,
,,19.6,,
,47.2,,,
22200.0,,13.2,,
,,19.6,,
,40.2,,,
,,19.6,,
,40.1,,,
40100.0,,13.4,,
22100.0,,13.0,,
,,19.6,,
,35.6,,,
,,19.6,,
,30.6,,,
22100.0,,13.0,,
,,19.6,,
,28.1,,,
,,19.6,,
,24.0,,,
39700.0,,13.2,,
22200.0,,13.0,,
,,19.6,,
,22.3,,,
,,19.6,,
,20.7,,,
22200.0,,13.0,,
,,19.6,,
,19.1,,,
,,19.6,,
,18.2,,,
39600.0,,12.9,,
22300.0,,13.0,,
,,19.6,,
,15.5,,,
,,19.6,,
,14.0,,,
22400.0,,13.0,,
,,19.6,,
,11.5,,,
,,19.6,,
,9.75,,,
40500.0,,12.9,,
22500.0,,12.9,,
,,19.6,,
,8.94,,,
,,19.6,,
,7.71,,,
22400.0,,13.1,,
,,19.6,,
,7.6,,,
,,19.6,,
,5.88,,,
40400.0,,13.0,,
22500.0,,13.0,,
,,19.6,,
,5.83,,,
,,19.6,,
,9.39,,,
22400.0,,13.0,,
,,19.6,,
,4.62,,,
,,19.6,,
,5.09,,,
40800.0,,13.1,,
22600.0,,13.1,,
,,19.6,,
,6.01,,,
,,19.6,,
,5.42,,,
22400.0,,13.1,,
,,19.6,,
,2.91,,,
,,19.6,,
,1.43,,,
40200.0,,13.1,,
22300.0,,13.1,,
,,19.6,,
,4.85,,,
,,19.6,,
,5.24,,,
22300.0,,13.2,,
,,19.6,,
,3.76,,,
,,19.6,,
,4.68,,,
39100.0,,13.2,,
22300.0,,13.2,,
,,19.6,,
,2.78,,,
,,19.6,,
,3.72,,,
22300.0,,13.2,,
,,19.6,,
,-3.9,,,
,,19.6,,
,0.44,,,
39300.0,,13.3,,
22200.0,,13.3,,
,,19.6,,
,-10.6,,,
,,19.6,,
,-13.5,,,
22200.0,,13.3,,
,,19.6,,
,6.51,,,
,,19.6,,
,-12.9,,,
38500.0,,13.5,,
22100.0,,13.4,,
,,19.6,,
,-4.66,,,
,,19.6,,
,-0.06,,,
21800.0,,13.4,,
,,19.6,,
,-12.2,,,
,,19.6,,
,-4.78,,,
38600.0,,13.8,,
21900.0,,13.6,,
,,19.6,,
,-12.7,,,
,,19.6,,
,-13.7,,,
21900.0,,13.6,,
,,19.6,,
,-13.5,,,
,,19.6,,
,-17.8,,,
40500.0,,14.0,,
21900.0,,13.6,,
,,19.6,,
,-28.6,,,
,,19.6,,
,-32.1,,,
21800.0,,13.8,,
,,19.6,,
,-41.4,,,
,,19.6,,
,-37.0,,,
38800.0,,14.1,,
21800.0,,14.0,,
,,19.6,,
,-23.3,,,
,,19.6,,
,-13.9,,,
21700.0,,14.0,,
,,19.6,,
,-10.2,,,
,,19.6,,
,12.8,,,
39200.0,,14.4,,
21700.0,,14.0,,
,,19.6,,
,16.8,,,
,,19.6,,
,16.0,,,
21800.0,,14.1,,
,,19.6,,
,3.41,,,
,,19.6,,
,-1.47,,,
39200.0,,14.2,,
21800.0,,14.1,,
,,19.6,,
,-35.8,,,
,,19.6,,
,-41.2,,,
21600.0,,13.8,,
,,19.6,,
,-53.8,,,
,,19.6,,
,-62.4,,,
39600.0,,14.0,,
21500.0,,13.8,,
,,19.6,,
,-64.2,,,
,,19.6,,
,-63.3,,,
21600.0,,13.9,,
,,19.6,,
,-56.9,,,
,,19.6,,
,-57.3,,,
39000.0,,13.9,,
21700.0,,14.0,,
,,19.6,,
,-51.4,,,
,,19.6,,
,-46.0,,,
21900.0,,14.1,,
,,19.6,,
,-48.0,,,
,,19.6,,
,-52.6,,,
39300.0,,13.9,,
21700.0,,13.8,,
,,19.6,,
,-52.3,,,
,,19.6,,
,-53.8,,,
21600.0,,13.8,,
,,19.6,,
,-69.2,,,
,,19.6,,
,-67.4,,,
39700.0,,14.0,,
21800.0,,14.1,,
,,19.6,,
,-59.5,,,
,,19.6,,
,-67.5,,,
21900.0,,14.2,,
,,19.6,,
,-64.8,,,
,,19.6,,
,-56.6,,,
40500.0,,14.0,,
22000.0,,14.0,,
,,19.6,,
,-59.1,,,
,,19.6,,
,-33.6,,,
22100.0,,14.0,,
,,19.6,,
,-15.1,,,
,,19.6,,
,-4.83,,,
39400.0,,14.0,,
22100.0,,14.0,,
,,19.6,,
,-0.1,,,
,,19.6,,
,0.86,,,
22200.0,,14.0,,
,,19.6,,
,2.81,,,
,,19.6,,
,19.3,,,
39800.0,,14.1,,
22200.0,,14.0,,
,,19.6,,
,36.0,,,
,,19.6,,
,36.9,,,
22300.0,,14.0,,
,,19.6,,
,23.3,,,
,,19.6,,
,8.75,,,
40400.0,,14.2,,
22200.0,,14.0,,
,,19.6,,
,9.78,,,
,,19.6,,
,32.5,,,
22500.0,,14.0,,
,,19.6,,
,42.2,,,
,,19.6,,
,45.0,,,
40400.0,,14.3,,
22700.0,,14.0,,
,,19.6,,
,45.7,,,
,,19.6,,
,54.7,,,
22900.0,,14.0,,
,,19.6,,
,58.5,,,
,,19.6,,
,59.6,,,
39800.0,,14.4,,
23000.0,,14.0,,
,,19.6,,
,62.2,,,
,,19.6,,
,44.6,,,
23100.0,,14.1,,
,,19.6,,
,34.3,,,
,,19.6,,
,32.3,,,
40300.0,,14.5,,
23300.0,,14.1,,
,,19.6,,
,42.5,,,
,,19.6,,
,53.2,,,
23300.0,,14.1,,
,,19.6,,
,57.6,,,
,,19.6,,
,61.6,,,
40300.0,,14.6,,
23400.0,,14.2,,
,,19.6,,
,50.8,,,
,,19.6,,
,39.0,,,
23300.0,,14.2,,
,,19.6,,
,50.0,,,
,,19.6,,
,59.5,,,
39900.0,,14.8,,
23500.0,,14.2,,
,,19.6,,
,67.5,,,
,,19.6,,
,72.1,,,
23800.0,,14.2,,
,,19.6,,
,73.4,,,
,,19.6,,
,74.0,,,
40700.0,,14.9,,
24000.0,,14.2,,
,,19.6,,
,71.3,,,
,,19.6,,
,65.3,,,
23800.0,,14.4,,
,,19.6,,
,59.6,,,
,,19.6,,
,52.3,,,
41100.0,,15.1,,
23700.0,,14.5,,
,,19.6,,
,52.2,,,
,,19.6,,
,47.4,,,
23700.0,,14.5,,
,,19.6,,
,43.2,,,
,,19.6,,
,40.0,,,
39600.0,,15.4,,
23700.0,,14.6,,
,,19.6,,
,34.9,,,
,,19.6,,
,36.8,,,
23700.0,,14.7,,
,,19.6,,
,28.1,,,
,,19.6,,
,22.9,,,
40800.0,,15.7,,
23700.0,,14.7,,
,,19.6,,
,23.8,,,
,,19.6,,
,17.6,,,
23600.0,,15.0,,
,,19.6,,
,19.2,,,
,,19.6,,
,16.2,,,
41200.0,,15.9,,
23500.0,,15.1,,
,,19.6,,
,12.0,,,
,,19.6,,
,12.0,,,
23500.0,,15.4,,
,,19.6,,
,9.62,,,
,,19.6,,
,10.7,,,
40600.0,,16.2,,
23500.0,,15.6,,
,,19.6,,
,6.1,,,
,,19.6,,
,7.71,,,
23300.0,,15.8,,
,,19.6,,
,7.12,,,
,,19.6,,
,3.24,,,
39400.0,,16.6,,
23300.0,,15.7,,
,,19.6,,
,3.79,,,
,,19.6,,
,2.15,,,
23200.0,,15.9,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-1.73,,,
39400.0,,16.8,,
23000.0,,16.1,,
,,19.6,,
,-8.0,,,
,,19.6,,
,-6.47,,,
22900.0,,16.2,,
,,19.6,,
,-7.14,,,
,,19.6,,
,-6.09,,,
40900.0,,16.9,,
22900.0,,16.3,,
,,19.6,,
,-17.2,,,
,,19.6,,
,-8.68,,,
22900.0,,16.3,,
,,19.6,,
,-7.57,,,
,,19.6,,
,-7.66,,,
40100.0,,16.9,,
22800.0,,16.3,,
,,19.6,,
,-11.7,,,
,,19.6,,
,-9.98,,,
22800.0,,16.3,,
,,19.6,,
,-20.4,,,
,,19.6,,
,-22.9,,,
39700.0,,16.9,,
22800.0,,16.3,,
,,19.6,,
,-24.7,,,
,,19.6,,
,-23.6,,,
22800.0,,16.3,,
,,19.6,,
,-25.2,,,
,,19.6,,
,-33.6,,,
40000.0,,17.0,,
22800.0,,16.3,,
,,19.6,,
,-36.5,,,
,,19.6,,
,-62.2,,,
22700.0,,16.3,,
,,19.6,,
,-53.4,,,
,,19.6,,
,-41.1,,,
39500.0,,17.4,,
22700.0,,16.2,,
,,19.6,,
,-41.3,,,
,,19.6,,
,-50.6,,,
22600.0,,16.3,,
,,19.6,,
,-57.5,,,
,,19.6,,
,-57.4,,,
39400.0,,17.3,,
22600.0,,16.2,,
,,19.6,,
,-58.2,,,
,,19.6,,
,-59.8,,,
22500.0,,16.3,,
,,19.6,,
,-69.1,,,
,,19.6,,
,-64.9,,,
39700.0,,17.0,,
22600.0,,16.6,,
,,19.6,,
,-72.8,,,
,,19.6,,
,-71.3,,,
22800.0,,16.6,,
,,19.6,,
,-57.9,,,
,,19.6,,
,-50.2,,,
40500.0,,16.7,,
22900.0,,16.5,,
,,19.6,,
,-38.0,,,
,,19.6,,
,-32.9,,,
22900.0,,16.6,,
,,19.6,,
,-20.3,,,
,,19.6,,
,-27.1,,,
39600.0,,16.5,,
23000.0,,16.7,,
,,19.6,,
,-5.69,,,
,,19.6,,
,16.7,,,
23000.0,,16.7,,
,,19.6,,
,32.5,,,
,,19.6,,
,30.9,,,
39600.0,,16.6,,
23100.0,,16.7,,
,,19.6,,
,55.6,,,
,,19.6,,
,59.4,,,
23100.0,,16.7,,
,,19.6,,
,49.8,,,
,,19.6,,
,46.9,,,
39400.0,,16.7,,
23100.0,,16.8,,
,,19.6,,
,36.6,,,
,,19.6,,
,11.0,,,
23000.0,,16.8,,
,,19.6,,
,26.4,,,
,,19.6,,
,31.6,,,
39400.0,,16.9,,
23000.0,,16.8,,
,,19.6,,
,39.5,,,
,,19.6,,
,33.9,,,
23100.0,,16.8,,
,,19.6,,
,51.1,,,
,,19.6,,
,45.2,,,
39100.0,,17.0,,
23700.0,,16.5,,
,,19.6,,
,52.4,,,
,,19.6,,
,53.3,,,
23900.0,,16.5,,
,,19.6,,
,51.1,,,
,,19.6,,
,48.0,,,
39600.0,,17.0,,
24100.0,,16.5,,
,,19.6,,
,48.3,,,
,,19.6,,
,46.4,,,
24200.0,,16.5,,
,,19.6,,
,41.9,,,
,,19.6,,
,45.5,,,
39300.0,,17.1,,
24600.0,,16.5,,
,,19.6,,
,40.6,,,
,,19.6,,
,41.6,,,
24700.0,,16.5,,
,,19.6,,
,47.2,,,
,,19.6,,
,46.0,,,
39700.0,,17.4,,
24900.0,,16.5,,
,,19.6,,
,37.5,,,
,,19.6,,
,48.4,,,
25000.0,,16.4,,
,,19.6,,
,44.7,,,
,,19.6,,
,45.7,,,
40100.0,,17.3,,
24800.0,,16.6,,
,,19.6,,
,54.4,,,
,,19.6,,
,55.3,,,
24700.0,,16.7,,
,,19.6,,
,50.1,,,
,,19.6,,
,42.7,,,
40500.0,,17.4,,
24500.0,,16.8,,
,,19.6,,
,41.4,,,
,,19.6,,
,35.5,,,
24500.0,,16.8,,
,,19.6,,
,34.6,,,
,,19.6,,
,33.8,,,
40600.0,,17.7,,
24400.0,,17.0,,
,,19.6,,
,30.2,,,
,,19.6,,
,27.3,,,
24200.0,,17.0,,
,,19.6,,
,20.1,,,
,,19.6,,
,13.8,,,
39800.0,,17.9,,
24100.0,,17.2,,
,,19.6,,
,7.53,,,
,,19.6,,
,8.79,,,
24000.0,,17.4,,
,,19.6,,
,12.4,,,
,,19.6,,
,12.9,,,
40400.0,,18.5,,
23900.0,,17.4,,
,,19.6,,
,7.83,,,
,,19.6,,
,7.17,,,
24000.0,,17.7,,
,,19.6,,
,4.74,,,
,,19.6,,
,4.72,,,
38600.0,,18.9,,
23900.0,,17.9,,
,,19.6,,
,1.13,,,
,,19.6,,
,2.32,,,
24000.0,,17.6,,
,,19.6,,
,2.92,,,
,,19.6,,
,-0.06,,,
39900.0,,19.4,,
24500.0,,17.2,,
,,19.6,,
,-1.85,,,
,,19.6,,
,-3.68,,,
24300.0,,17.4,,
,,19.6,,
,-5.55,,,
,,19.6,,
,-9.99,,,
40100.0,,19.8,,
23800.0,,18.1,,
,,19.6,,
,-8.85,,,
,,19.6,,
,-16.7,,,
23700.0,,18.4,,
,,19.6,,
,-9.18,,,
,,19.6,,
,-7.91,,,
39700.0,,19.9,,
23600.0,,18.4,,
,,19.6,,
,-6.71,,,
,,19.6,,
,-4.71,,,
23200.0,,18.4,,
,,19.6,,
,-14.2,,,
,,19.6,,
,-14.4,,,
39900.0,,19.9,,
23300.0,,18.5,,
,,19.6,,
,-24.4,,,
,,19.6,,
,-20.4,,,
23400.0,,18.6,,
,,19.6,,
,-23.4,,,
,,19.6,,
,-29.6,,,
38700.0,,19.9,,
23400.0,,18.6,,
,,19.6,,
,-31.4,,,
,,19.6,,
,-35.4,,,
23100.0,,18.7,,
,,19.6,,
,-39.5,,,
,,19.6,,
,-46.9,,,
40000.0,,20.1,,
23000.0,,18.6,,
,,19.6,,
,-48.1,,,
,,19.6,,
,-52.5,,,
22900.0,,18.6,,
,,19.6,,
,-56.9,,,
,,19.6,,
,-55.3,,,
39800.0,,20.3,,
22800.0,,18.5,,
,,19.6,,
,-57.3,,,
,,19.6,,
,-57.8,,,
22700.0,,18.4,,
,,19.6,,
,-59.4,,,
,,19.6,,
,-57.5,,,
40200.0,,20.2,,
22600.0,,18.5,,
,,19.6,,
,-54.8,,,
,,19.6,,
,-57.0,,,
22300.0,,18.6,,
,,19.6,,
,-55.0,,,
,,19.6,,
,-48.7,,,
39200.0,,19.8,,
22200.0,,18.5,,
,,19.6,,
,-49.2,,,
,,19.6,,
,-43.5,,,
22200.0,,18.5,,
,,19.6,,
,-41.3,,,
,,19.6,,
,-43.4,,,
40000.0,,19.4,,
22700.0,,18.5,,
,,19.6,,
,-36.6,,,
,,19.6,,
,-24.3,,,
22700.0,,18.6,,
,,19.6,,
,-5.48,,,
,,19.6,,
,-0.09,,,
39200.0,,19.2,,
22600.0,,18.6,,
,,19.6,,
,2.62,,,
,,19.6,,
,8.97,,,
22800.0,,18.6,,
,,19.6,,
,18.9,,,
,,19.6,,
,18.0,,,
39600.0,,19.1,,
22700.0,,18.6,,
,,19.6,,
,11.7,,,
,,19.6,,
,12.6,,,
22600.0,,18.6,,
,,19.6,,
,3.54,,,
,,19.6,,
,24.3,,,
40500.0,,19.2,,
22700.0,,18.6,,
,,19.6,,
,29.5,,,
,,19.6,,
,18.7,,,
22800.0,,18.6,,
,,19.6,,
,32.7,,,
,,19.6,,
,42.9,,,
39400.0,,19.3,,
23100.0,,18.7,,
,,19.6,,
,41.5,,,
,,19.6,,
,23.3,,,
23200.0,,18.7,,
,,19.6,,
,36.0,,,
,,19.6,,
,60.2,,,
39900.0,,19.3,,
23200.0,,18.7,,
,,19.6,,
,60.9,,,
,,19.6,,
,61.3,,,
23100.0,,18.7,,
,,19.6,,
,44.2,,,
,,19.6,,
,52.3,,,
39500.0,,19.4,,
23200.0,,18.7,,
,,19.6,,
,51.6,,,
,,19.6,,
,57.7,,,
23100.0,,18.7,,
,,19.6,,
,53.3,,,
,,19.6,,
,49.7,,,
39500.0,,19.4,,
23100.0,,18.7,,
,,19.6,,
,46.1,,,
,,19.6,,
,49.6,,,
23100.0,,18.7,,
,,19.6,,
,49.8,,,
,,19.6,,
,49.8,,,
40200.0,,19.4,,
23400.0,,18.6,,
,,19.6,,
,46.5,,,
,,19.6,,
,47.7,,,
23400.0,,18.6,,
,,19.6,,
,41.4,,,
,,19.6,,
,38.7,,,
40100.0,,19.5,,
23400.0,,18.6,,
,,19.6,,
,32.3,,,
,,19.6,,
,24.8,,,
23400.0,,18.6,,
,,19.6,,
,20.6,,,
,,19.6,,
,19.1,,,
39800.0,,19.5,,
23400.0,,18.6,,
,,19.6,,
,20.7,,,
,,19.6,,
,17.9,,,
23400.0,,18.6,,
,,19.6,,
,17.8,,,
,,19.6,,
,13.3,,,
40500.0,,19.6,,
23300.0,,18.7,,
,,19.6,,
,17.3,,,
,,19.6,,
,11.2,,,
23000.0,,18.8,,
,,19.6,,
,12.3,,,
,,19.6,,
,11.0,,,
38900.0,,19.8,,
22900.0,,18.9,,
,,19.6,,
,9.13,,,
,,19.6,,
,9.58,,,
22900.0,,18.9,,
,,19.6,,
,8.3,,,
,,19.6,,
,6.6,,,
40100.0,,20.1,,
22600.0,,19.3,,
,,19.6,,
,7.64,,,
,,19.6,,
,5.91,,,
22600.0,,19.4,,
,,19.6,,
,3.72,,,
,,19.6,,
,3.14,,,
40100.0,,20.3,,
22500.0,,19.6,,
,,19.6,,
,3.64,,,
,,19.6,,
,5.66,,,
22500.0,,19.6,,
,,19.6,,
,4.58,,,
,,19.6,,
,3.01,,,
38700.0,,20.6,,
22400.0,,19.6,,
,,19.6,,
,2.98,,,
,,19.6,,
,2.47,,,
22200.0,,19.7,,
,,19.6,,
,2.45,,,
,,19.6,,
,2.93,,,
39700.0,,20.7,,
22200.0,,19.7,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-1.05,,,
22000.0,,19.6,,
,,19.6,,
,0.95,,,
,,19.6,,
,1.45,,,
39800.0,,20.8,,
22100.0,,19.8,,
,,19.6,,
,-1.06,,,
,,19.6,,
,-3.62,,,
22000.0,,19.5,,
,,19.6,,
,-3.68,,,
,,19.6,,
,-2.14,,,
39600.0,,20.8,,
21600.0,,19.3,,
,,19.6,,
,-5.38,,,
,,19.6,,
,-6.53,,,
21500.0,,19.4,,
,,19.6,,
,-3.36,,,
,,19.6,,
,-3.4,,,
39100.0,,20.7,,
21400.0,,19.3,,
,,19.6,,
,-5.71,,,
,,19.6,,
,-7.53,,,
21500.0,,19.3,,
,,19.6,,
,-8.91,,,
,,19.6,,
,-6.06,,,
38600.0,,20.6,,
21300.0,,19.2,,
,,19.6,,
,-2.49,,,
,,19.6,,
,-8.68,,,
21400.0,,19.3,,
,,19.6,,
,-8.82,,,
,,19.6,,
,-6.39,,,
38600.0,,20.5,,
21500.0,,19.2,,
,,19.6,,
,-11.1,,,
,,19.6,,
,-7.37,,,
21500.0,,19.2,,
,,19.6,,
,-12.1,,,
,,19.6,,
,-14.3,,,
38500.0,,20.3,,
21400.0,,19.2,,
,,19.6,,
,-13.0,,,
,,19.6,,
,-10.3,,,
21300.0,,19.1,,
,,19.6,,
,-10.4,,,
,,19.6,,
,-18.2,,,
39300.0,,20.2,,
21100.0,,19.1,,
,,19.6,,
,-19.0,,,
,,19.6,,
,-14.2,,,
21100.0,,19.0,,
,,19.6,,
,-8.56,,,
,,19.6,,
,-18.6,,,
39500.0,,20.0,,
21000.0,,18.9,,
,,19.6,,
,-21.6,,,
,,19.6,,
,-26.9,,,
21100.0,,18.9,,
,,19.6,,
,-22.7,,,
,,19.6,,
,-24.3,,,
39200.0,,20.0,,
21000.0,,19.0,,
,,19.6,,
,-27.4,,,
,,19.6,,
,-24.6,,,
20900.0,,18.9,,
,,19.6,,
,-27.7,,,
,,19.6,,
,-20.3,,,
38500.0,,19.8,,
20900.0,,18.9,,
,,19.6,,
,-20.3,,,
,,19.6,,
,-15.1,,,
20900.0,,18.9,,
,,19.6,,
,-13.6,,,
,,19.6,,
,-3.83,,,
39000.0,,19.6,,
20800.0,,18.8,,
,,19.6,,
,5.15,,,
,,19.6,,
,9.6,,,
20800.0,,18.7,,
,,19.6,,
,19.1,,,
,,19.6,,
,7.31,,,
40600.0,,19.4,,
20800.0,,18.7,,
,,19.6,,
,18.3,,,
,,19.6,,
,10.2,,,
20800.0,,18.6,,
,,19.6,,
,19.5,,,
,,19.6,,
,12.9,,,
40000.0,,19.3,,
20800.0,,18.5,,
,,19.6,,
,9.33,,,
,,19.6,,
,14.9,,,
20800.0,,18.4,,
,,19.6,,
,12.1,,,
,,19.6,,
,22.5,,,
39900.0,,19.1,,
20700.0,,18.1,,
,,19.6,,
,13.3,,,
,,19.6,,
,13.2,,,
20700.0,,18.0,,
,,19.6,,
,17.2,,,
,,19.6,,
,18.3,,,
39700.0,,19.0,,
20700.0,,18.1,,
,,19.6,,
,19.3,,,
,,19.6,,
,16.5,,,
20800.0,,18.1,,
,,19.6,,
,13.7,,,
,,19.6,,
,12.8,,,
40200.0,,19.0,,
21000.0,,18.0,,
,,19.6,,
,8.9,,,
,,19.6,,
,8.19,,,
21100.0,,18.0,,
,,19.6,,
,8.13,,,
,,19.6,,
,6.81,,,
40300.0,,19.0,,
21200.0,,18.0,,
,,19.6,,
,7.35,,,
,,19.6,,
,8.51,,,
21100.0,,18.1,,
,,19.6,,
,6.59,,,
,,19.6,,
,5.91,,,
40200.0,,19.1,,
21100.0,,18.1,,
,,19.6,,
,5.84,,,
,,19.6,,
,6.96,,,
21100.0,,18.2,,
,,19.6,,
,5.69,,,
,,19.6,,
,7.88,,,
40100.0,,19.1,,
21000.0,,18.4,,
,,19.6,,
,5.56,,,
,,19.6,,
,4.91,,,
21000.0,,18.4,,
,,19.6,,
,5.41,,,
